id,question,answer,label
val_13,Which one of the following is an argumentative strategy employed in the argument?,raising a possible objection to a certain policy in order to show that the objection is in fact irrelevant to the particular situation the policy was designed to address,0
val_13,Which one of the following is an argumentative strategy employed in the argument?,arguing that a certain policy is bound to fail because an event that is likely to defeat the aim of the policy falls outside the policy's influence,1
val_14,Which one of the following most accurately expresses the conclusion of Justice Upton's argument?,Judges are qualified to decide upon the reasonableness of a government minister's administrative decision.,1
val_14,Which one of the following most accurately expresses the conclusion of Justice Upton's argument?,Judges should be given a greater part in administrative decision making.,0
val_14,Which one of the following most accurately expresses the conclusion of Justice Upton's argument?,There is nothing much wrong with the legal system.,0
val_14,Which one of the following most accurately expresses the conclusion of Justice Upton's argument?,"If something were badly wrong with the legal system, judges would be ill-equipped to determine whether a government minister's decisions are reasonable.",0
val_15,"Which of the following, if true, most seriously weakens the theatergoer's argument?",Total sales of all food and beverage items at Megaplex's movie theaters increased by less than five percent last year.,0
val_15,"Which of the following, if true, most seriously weakens the theatergoer's argument?",Total attendance at Megaplex's movie theaters was more than 20 percent higher last year than the year before.,1
val_15,"Which of the following, if true, most seriously weakens the theatergoer's argument?","In a survey to determine pubic response to the change to canola oil, very few of Megapiex's customers said that the change had affected their popcorn-buying habits.",0
val_15,"Which of the following, if true, most seriously weakens the theatergoer's argument?","When it switched from using coconut oil to using canola oil, Megaplex made sure that the chain received a great deal of publicity stressing the health benefits of the change.",0
val_16,"Which one of the following, if true, would cast the most serious doubt on the conclusion?",Newspapers and televised news programs have more comprehensive coverage of violent crime than newspapers did in the old days.,1
val_16,"Which one of the following, if true, would cast the most serious doubt on the conclusion?","National data show that violent crime is out of control everywhere, not just in the author's city.",0
val_16,"Which one of the following, if true, would cast the most serious doubt on the conclusion?",Police records show that people experience more violent crimes in their own neighborhoods than they do outside their neighborhoods.,0
val_16,"Which one of the following, if true, would cast the most serious doubt on the conclusion?",News magazines play a more important role today in informing the public about crime than they did in the old days.,0
val_17,"In the conversation, Hernandez responds to Green's objection in which one of the following ways?",by indicating that Green used a phrase ambiguously,0
val_17,"In the conversation, Hernandez responds to Green's objection in which one of the following ways?",by changing the subject to the size of sales territories,0
val_17,"In the conversation, Hernandez responds to Green's objection in which one of the following ways?",by criticizing salespeople who wear out their cars in three years,0
val_17,"In the conversation, Hernandez responds to Green's objection in which one of the following ways?",by explicitly qualifying a premise used earlier,1
val_18,"Which one of the following, if true, most calls into question the argument made by the companies promoting voice mail?","Unlike calls made to owners of answering machines, all telephone calls made to voicemail subscribers are completed, even if the line called is in use at the time of the call.",0
val_18,"Which one of the following, if true, most calls into question the argument made by the companies promoting voice mail?",The surge in sales of answering machines occurred shortly after they were first introduced to the electronics market.,0
val_18,"Which one of the following, if true, most calls into question the argument made by the companies promoting voice mail?","Answering machines enable the customer to hear who is calling before the customer decides whether to answer the telephone, a service voice mail does not provide.",1
val_18,"Which one of the following, if true, most calls into question the argument made by the companies promoting voice mail?","Once a telephone customer decides to subscribe to voice mail, that customer can cancel the service at any time.",0
val_19,Which one of the following most accurately describes the role played in the passage by the claim that nonmarine reptiles have scales?,It is cited as evidence against the claim that the capacity for flight first developed in treedwelling reptiles.,0
val_19,Which one of the following most accurately describes the role played in the passage by the claim that nonmarine reptiles have scales?,It weakens the claim that tree-dwelling reptiles were the first kind of reptile to develop the capacity for flight.,0
val_19,Which one of the following most accurately describes the role played in the passage by the claim that nonmarine reptiles have scales?,It is cited as evidence against the claim that the capacity for flight first developed in marine reptiles.,1
val_19,Which one of the following most accurately describes the role played in the passage by the claim that nonmarine reptiles have scales?,It is cited as evidence against the claim that the capacity for flight first developed in land-dwelling animals.,0
val_20,"Which one of the following, if true, weakens the argument?","Geological evidence indicates that the oceans contained greater amounts of dissolved minerals 3 billion years ago, but not enough to alter their freezing points significantly.",0
val_20,"Which one of the following, if true, weakens the argument?",Geological studies indicate that there is much less methane in Earth's atmosphere today than there was 3 billion years ago.,1
val_20,"Which one of the following, if true, weakens the argument?",Sufficient heat to keep the oceans liquid 3 billion years ago could not have been generated through geological processes such as volcanic activity.,0
val_20,"Which one of the following, if true, weakens the argument?","Because the distance from Earth to the Sun has not changed significantly over the last 3 billion years, the increase in the Sun's luminosity has resulted in more radiation reaching Earth.",0
val_21,The flawed reasoning in which one of the following is most similar to the flawed reasoning in the advertisement?,"The nation's voters know that Gomez is the candidate whose policies would be best for the nation. Of ten voters polled, each said that Gomez would be a very popular leader.",0
val_21,The flawed reasoning in which one of the following is most similar to the flawed reasoning in the advertisement?,"Some of the nation's voters believe that Gomez is the candidate who would be best for the nation. Of the ten voters we surveyed, each agreed that the policies Gomez is committed to would be the best policies for the nation to adopt.",0
val_21,The flawed reasoning in which one of the following is most similar to the flawed reasoning in the advertisement?,"We know that electing Gomez would be the best course for the nation to follow because, of ten voters we surveyed, each agreed that electing Gomez would help the nation.",0
val_21,The flawed reasoning in which one of the following is most similar to the flawed reasoning in the advertisement?,The nation's voters know that electing Gomez would be the best way to help the nation. The ten voters we polled all agreed that the policies Gomez is committed to would help the nation more than any other policies.,1
val_22,The director' s argument for rejecting the management consultant's proposal is most vulnerable to criticism on which one of the following grounds?,calling something by a less offensive term than the term that is usually used to name that thing,0
val_22,The director' s argument for rejecting the management consultant's proposal is most vulnerable to criticism on which one of the following grounds?,defining a term by pointing to an atypical example of something to which the term applies,0
val_22,The director' s argument for rejecting the management consultant's proposal is most vulnerable to criticism on which one of the following grounds?,drawing a conclusion that simply restates one of the premises of the argument,0
val_22,The director' s argument for rejecting the management consultant's proposal is most vulnerable to criticism on which one of the following grounds?,failing to distinguish two distinct senses of a key term,1
val_23,"Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?",Counterfeiters are generally unaware that the percentage of fake bills in circulation is the lowest it has ever been.,0
val_23,"Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?",Government success in removing counterfeit bills from circulation has caused merchants and bank tellers to become lax in checking for counterfeit bills.,1
val_23,"Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?",Government information campaigns that teach merchants and bank tellers how to detect counterfeit bills are more effective than ever.,0
val_23,"Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?",Governments are continually developing new currency designs with features that are difficult for criminals to counterfeit.,0
val_24,Which one of the following most accurately describes the role played in the argument by the claim that it is unlikely that the world will ever be free of disease?,It is a conclusion that is claimed to follow from the premise that microorganisms are too numerous for medicines to eliminate entirely.,0
val_24,Which one of the following most accurately describes the role played in the argument by the claim that it is unlikely that the world will ever be free of disease?,It is a generalization used to predict the response of microorganisms to the medicines humans use to kill them.,0
val_24,Which one of the following most accurately describes the role played in the argument by the claim that it is unlikely that the world will ever be free of disease?,It is a premise offered in support of the claim that most disease-causing microorganisms are able to evolve immunities to medicines while retaining their ability to infect humans.,0
