tc_56,What claimed the life of singer Kathleen Ferrier?,Malignacy,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancer patient,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Epithelial cancers,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Solid cancer,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancers,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Tumor medication,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Malignant neoplastic disease,1
tc_56,What claimed the life of singer Kathleen Ferrier?,AIDS-related cancer,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Invasive cancer,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancer therapy,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancerous tumor,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancer,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Financial toxicity,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancer diagnosis,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancer (medicine),1
tc_56,What claimed the life of singer Kathleen Ferrier?,Malignant tumor,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancerous,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Borderline (cancer),1
tc_56,What claimed the life of singer Kathleen Ferrier?,Signs of cancer,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Malignancies,1
tc_56,What claimed the life of singer Kathleen Ferrier?,Cancer aromatase,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Kamal kahn,1
tc_69,Rita Coolidge sang the title song for which Bond film?,List of Bond girls in Octopussy,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Magda (James Bond),1
tc_69,Rita Coolidge sang the title song for which Bond film?,List of James Bond allies in Octopussy,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Vijay (James Bond),1
tc_69,Rita Coolidge sang the title song for which Bond film?,Bond 13,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Octopussy (character),1
tc_69,Rita Coolidge sang the title song for which Bond film?,Penelope Smallbone,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Octopussy,1
tc_69,Rita Coolidge sang the title song for which Bond film?,General Orlov,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Kamal Khan,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Octopussy (film),1
tc_69,Rita Coolidge sang the title song for which Bond film?,List of James Bond villains in Octopussy,1
tc_69,Rita Coolidge sang the title song for which Bond film?,Jim Fanning (James Bond),1
tc_76,To the nearest million what is the population of Australia?,18million,1
tc_76,To the nearest million what is the population of Australia?,18 million,1
tc_76,To the nearest million what is the population of Australia?,eighteen million,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Utah (State),1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Forty-Fifth State,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Sports in Utah,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Climate of Utah,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Education in Utah,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,UT (state),1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Utahn,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Yutas,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Geography of Utah,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Utah,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,"Utah, United States",1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,Utah state nickname,1
tc_79,What was the last US state to reintroduce alcohol after prohibition?,History of mining in Utah,1
