id,question,answer,label
34,"During his series of fights to regain his career, whose advice does Micky follow to gain momentum against his opponent?","his brother, Dicky",1
34,"During his series of fights to regain his career, whose advice does Micky follow to gain momentum against his opponent?",Ricky his brother,1
35,Which member of Micky's family realize that other members of the family are bad influences?,Micky's father,1
35,Which member of Micky's family realize that other members of the family are bad influences?,Father,1
36,Who does Dicky seek out to work with in reuniting the family?,Charlene,1
36,Who does Dicky seek out to work with in reuniting the family?,Charlene,1
37,In what location does the group go for the final title fight?,London,1
37,In what location does the group go for the final title fight?,London,1
38,What reward does Micky gain in the final victory?,The welterweight title,1
38,What reward does Micky gain in the final victory?,the welterweight title,1
39,What is Charlene Fleming's current occupation?,A bartender,1
39,What is Charlene Fleming's current occupation?,Bartender,1
40,How much heavier than Micky is Micky's opponent in Atlantic City?,Twenty pounds,1
40,How much heavier than Micky is Micky's opponent in Atlantic City?,20 pounds,1
41,Why do Micky and his family agree to the fight in Atlantic City?,To win the purse,1
41,Why do Micky and his family agree to the fight in Atlantic City?,For the purse.,1
42,What does Dicky have his girlfriend pose as?,A Prostitute,1
42,What does Dicky have his girlfriend pose as?,A prostitute,1
43,Who does Micky accuse of favoring Dicky?,His mother,1
43,Who does Micky accuse of favoring Dicky?,Alice,1
44,Where does Micky's last fight occur?,London,1
44,Where does Micky's last fight occur?,London.,1
45,What happens to Dicky when he poses as a policeman?,He is arrested,1
45,What happens to Dicky when he poses as a policeman?,He is arrested.,1
46,What title does MIcky finally win?,Welterweight Champion,1
46,What title does MIcky finally win?,The welterweight title.,1
47,Who suffers from a crack addiction?,Dicky,1
47,Who suffers from a crack addiction?,Dicky.,1
48,What criminal crime did dickey commit that caused him to get arrested ?,"Dickey had his girlfriend pose as a prostitute, then pretend to be a cop to extort money",1
48,What criminal crime did dickey commit that caused him to get arrested ?,Impersonating an officer.,1
49,How did Mickey break his hand?,It was broken by the police officer that arrested him while he was trying to defend his brother from police ,1
